recording_id,song_title,artist,artist_id,musicbrainz_tags,target_genre,lrclib_artist,lrclib_title,lyrics,lyrics_found,language
2427fc23-9d13-456e-87cf-ef706d295ef9,Wrong,Depeche Mode,8538e728-ca0b-4321-b7e5-cff6565dd4c0,"synthpop, barrel",Pop,Depeche Mode,Wrong,"Wrong

Wrong

Wrong

Wrong

I was born with the wrong sign
In the wrong house
With the wrong ascendancy
I took the wrong road
That led to the wrong tendencies
I was in the wrong place at the wrong time
For the wrong reason and the wrong rhyme
On the wrong day of the wrong week
Used the wrong method with the wrong technique

Wrong

Wrong

There's something wrong with me chemically
Something wrong with me inherently
The wrong mix in the wrong genes
I reached the wrong ends by the wrong means
It was the wrong plan in the wrong hands
The wrong theory for the wrong man
The wrong eyes on the wrong prize
The wrong questions with the wrong replies

Wrong

Wrong

I was marching to the wrong drum
With the wrong scum
Pissing out the wrong energy
Using all the wrong lines
And the wrong signs
With the wrong intensity
I was on the wrong page of the wrong book
With the wrong rendition of the wrong look
With the wrong moon every wrong night
With the wrong tune playing till it sounded right, yeah

Wrong

Wrong

Too long
Wrong
Too long
Wrong
Too long
Wrong
Too long
Wrong
Too long

I was born with the wrong sign
In the wrong house
With the wrong ascendancy (Too long)
I took the wrong road
That led to the wrong tendencies (Too long)
I was in the wrong place at the wrong time
For the wrong reason and the wrong rhyme (Too long)
On the wrong day of the wrong week
I used the wrong method with the wrong technique

Wrong",True,en
ab844bb3-769f-468b-be72-9d3d9b25bf4a,Just Can’t Get Enough,Depeche Mode,8538e728-ca0b-4321-b7e5-cff6565dd4c0,"synthpop, barrel",Pop,Depeche Mode,Just Can't Get Enough,"When I'm with you, baby
I go out of my head
And I just can't get enough
And I just can't get enough

All the things you do to me
And everything you said
I just can't get enough
I just can't get enough

We slip and slide as we fall in love
And I just can't seem to get enough

We walk together
We're walking down the street
And I just can't get enough
And I just can't get enough

Every time I think of you
I know we have to meet
And I just can't get enough
I just can't get enough

It's getting hotter, it's a burning love
And I just can't seem to get enough

I just can't get enough
I just can't get enough
I just can't get enough
I just can't get enough

I just can't get enough
I just can't get enough
I just can't get enough
I just can't get enough

I just can't get enough
I just can't get enough
I just can't get enough
I just can't get enough

I just can't get enough
I just can't get enough
I just can't get enough
I just can't get enough

And when it rains
You're shining down for me
And I just can't get enough
And I just can't get enough

Just like a rainbow
You know you set me free
And I just can't get enough
And I just can't get enough

You're like an angel and you give me your love
And I just can't seem to get enough

I just can't get enough
I just can't get enough
I just can't get enough
I just can't get enough

I just can't get enough
I just can't get enough
I just can't get enough
I just can't get enough

I just can't get enough
I just can't get enough
I just can't get enough
I just can't get enough

I just can't get enough
I just can't get enough
I just can't get enough
I just can't get enough

I just can't get enough
I just can't get enough
I just can't get enough
I just can't get enough
I just can't get enough",True,en
66b1ed32-76c9-4df3-8141-c91ff8dafc9e,Satellite,Depeche Mode,8538e728-ca0b-4321-b7e5-cff6565dd4c0,"electronic, synthpop, pop, new wave, synth-pop, synthpop_electronic_synthpop, synthpop_synthpop_electronic, alternative pop/rock",Pop,depeche mode,satellite,"Now, hear this, my friends
I'll never be the same again
Going to lock myself in a cold, black room
Going to shadow myself in a veil of gloom

I will function, operate
I will be a satellite of hate
A satellite of hate

Driven to this point by a chain of events
Each one pushed me nearer the edge
Going to send my message through to you
Then you'll receive the signal, too

I will function, operate
I will be a satellite of hate
A satellite of hate

Higher
Higher

Disillusioned, I was disenchanted
Forgot the love that had been implanted
Heard the lies, and I felt the cold
It broke my heart, and I lost control

Now, I'm a satellite of a free state
I'm a satellite of hate
A satellite of hate",True,en
aa64dbd9-f7f2-48da-a7b4-c8f10a4063e1,A Question of Lust,Depeche Mode,8538e728-ca0b-4321-b7e5-cff6565dd4c0,"synthpop, barrel",Pop,Depeche Mode,A Question Of Lust,"Fragile, like a baby in your arms
Be gentle with me, I'd never willingly do you harm
Apologies are all you seem to get from me
But just like a child, you make me smile when you care for me
And you know

It's a question of lust, it's a question of trust
It's a question of not letting what we've built up crumble to dust
It is all of these things and more, that keep us together

Independence is still important for us though
(We realise) It's easy to make the stupid mistake of letting go
(Do you know what I mean?)
My weaknesses, you know each and every one
(It frightens me)
I need to drink more than you seem to think before I'm anyone's
And you know

It's a question of lust, it's a question of trust
It's a question of not letting what we've built up crumble to dust
It is all of these things and more, that keep us together

Kiss me goodbye when I'm on my own
But you know that I'd rather be home

It's a question of lust, it's a question of trust
It's a question of not letting what we've built up crumble to dust
It is all of these things and more, that keep us together
It's a question of lust, it's a question of trust
It's a question of not letting what we've built up crumble to dust
It is all of these things and more, that keep us together

It's a question of lust, it's a question of trust
It's a question of not letting what we've built up crumble to dust
It is all of these things and more, that keep us together
It's a question of lust, it's a question of trust
It's a question of not letting what we've built up crumble to dust
It is all of these things and more, that keep us together",True,en
ad53c34b-ab1b-47f4-a4b9-7393d933400d,Enjoy the Silence,Depeche Mode,8538e728-ca0b-4321-b7e5-cff6565dd4c0,synthpop,Pop,Depeche Mode,Enjoy the Silence,"Words like violence
Break the silence
Come crashing in
Into my little world

Painful to me
Pierce right through me
Can't you understand
Oh my little girl

All I ever wanted
All I ever needed
Is here in my arms
Words are very unnecessary
They can only do harm

Vows are spoken
To be broken
Feelings are intense
Words are trivial

Pleasures remain
So does the pain
Words are meaningless
And forgettable

All I ever wanted
All I ever needed
Is here in my arms
Words are very unnecessary
They can only do harm

All I ever wanted
All I ever needed
Is here in my arms
Words are very unnecessary
They can only do harm

All I ever wanted
All I ever needed
Is here in my arms
Words are very unnecessary
They can only do harm",True,en
dfd00cf0-3d20-4a73-b1ca-998bf420390b,Aladdin,Future Islands,74963434-dcb6-4b14-98cc-99873b06db66,synthpop,Pop,Future Islands,Aladdin,"Doubled the top knot flew out the lattice door
Do what he wouldn't, do what he couldn't do
No lack of wouldn't could be my undoing
No lack of trying, no lack of sighing loo

Weave songs of loving, late dream songs of dying
Recite the oakwood flame, rings count my olden days
I've seen the beaches breached the peak of please and thanks
I've seen my features age, my fingers strange

From the dew
From the dew of the fields we grew
And I built a ship for two
It waits for me and you
In the dew of the fields
Is it real? Is it real?

I'll show you the way
Just walk beside the low stream until it fades
Into a melon colored field
The wind will know your name
And you don't have to run
You don't have to change
Don't ever change

We were the candles that lit up the snow on dusty roads
We were the animals breathing life into June just to see faith
Blessed by the cannibal moon and the spoon dipping deep to your nose
Stressed by the distance of shoes and the bridges too far to be named

Was it real?
When we held our hands close to flame
Just to feel

I'll show you the way
Just walk beside the low stream until it fades
Into a honey colored field
The wind will know your name
And you don't have to change
You don't have to change

Love is real
Our love was real
It's a hand, it's a hold, it's a shield

Our love was real
Our love was real
It's to hope, it's to dream, it's to heal
It's to heal",True,en
d863ca85-ce8a-42bb-9fc0-4721bd14f7d5,North Star,Future Islands,74963434-dcb6-4b14-98cc-99873b06db66,synthpop,Pop,Future Islands,North Star,"I've broken many promises
But this one I would die to keep
When I said I'd be there tomorrow
Beside you as you sleep

I was scared, cuz I've lost so many things before
Kept me running from the world and from myself
You gave me second chance and hopes to run to
I couldn't bare to spend — another day without you

I've gotta catch you
Freezing rain can't keep me away
From your door, from your door

What if the sun don't shine?
Well then the birds won't sing
Just then the blizzard came
Covered you, half a world away

Now I'm stuck in this place, without you
Thinking—what should I do?
All I knew—I couldn't wait—one more night
And if this plane won't fly
Then I'll drive...

'Cause I've gotta catch you
Freezing rain can't keep me away, from you

I'm gonna catch you
Blinding snow can't keep me away
From your door, from your door

What if the sun don't shine
Well then the birds won't sing
Just then the blizzard came
Covered you, half a world away, a world asleep
And I was scared
Cuz I've lost so many things before
Kept me running—from the world—and from myself
You gave me second chance and hopes to run to
I couldn't bare to spend—another day without you

Cuz I've gotta catch you
Freezing rain can't keep me away, from you
I've gotta find you

Hurricanes can't keep me away... from you
Fire and chains can't keep me away... from you
Falling planes can't keep me away... from you
From you...
From you",True,en
3c751bd0-6e93-46ab-9635-a5170b1231aa,Ran,Future Islands,74963434-dcb6-4b14-98cc-99873b06db66,synthpop,Pop,Future Islands,Ran,"Ingest, where it goes
Nobody sees but me
So perfect and so sweet
But the rest feels incomplete
Oh, like the rabbit's foot I keep
In the locket, with no key

And I can't take it, I can't take
This world without, this world without you
I can't take it, I can't take it on my own
On my own

On these roads
Out of love
So it goes
How it feels when we fall, when we fold
How we lose control

On these roads
How it sings as it goes
Flight of field, driving snow
Knows the cold
Ran 'round the wailing world

And what's a song without you?
When every song I write is about you
When I can't hold myself without you
And I can't change the day I found you

On these roads
Out of love
So it goes
How it feels when we fall, when we fold
How we lose control

On these roads
How it sings as it goes
Flight of field, driving snow
Knows the cold

Out of love
So it goes
How it feels when we fall, when we fold
How we lose control

On these roads
How it sings as it goes
Flight of field, driving snow
Knows the cold
Ran 'round the wailing world",True,en
d5ca693a-b5a8-4efd-b63f-38b6364cbee2,Candles,Future Islands,74963434-dcb6-4b14-98cc-99873b06db66,synthpop,Pop,Future Islands,Candles,"Soften your penitence
It's not your fate
Release the weight
Of shouldering after-thoughts
Of watching them fade
Oh I can relate
But deciding your innocence
It's not mine to make
You're not mine to save

You're not mine...

Where does it go?
Where does it go?
This one, for the last time
Baby, I know
A little candle like you
Don't deserve the hurt you're going through

Let me take it from you

Where does it go?
Where does it go?
This time, for the last time
Baby, I know
A little candle like you
Don't deserve the pain you're going through

Let me take it away

You flicker so gently
Yet light up the hall
We dance on the walls

As shadows flee after you
The great and the small
You better us all
You better us...

Where does it go?
Where does it go?
This time, for the last time
Baby, I know
A little candle like you
Don't deserve the hurt you're going through

Let me take it away

Where does it go?
It comes and goes
This time, for the last time
Baby, I know
A little candle like you
Don't deserve the pain you're going through

You shined a light for me
Reflecting light for you
I'm too far to save
So let me take your pain

Let me take it from you
Let me take it away

Where does it go?
Where does it go?
This time, for the last time
Baby, I know
A little candle like you
Gave me the strength that pulled me through

Now let me take it from you
This sadness from you",True,en
7f19beca-87a8-46f4-b014-92d7bd35caaa,Time on Her Side,Future Islands,74963434-dcb6-4b14-98cc-99873b06db66,synthpop,Pop,Future Islands,Time On Her Side,"The sea was large today
Just as any other day
But something broke in me
Watching on this winter's eve
Like a voice, that I'd been trying to hide
Pulled me close
And out into the undertow
I can't beat it
Oh, the sirens sing me home
Just can't release it
I didn't have the strength to go
She's a garden rose and blossoms head to toe
And even when she leaves her golden shadow stings
I can't beat it
Every time she goes, cuts me even deeper
If only I'd the strength to go
Like she does
But she's got time on her side
And she's free to decide
Because she's got time on her side
To be young is divine
And scaling dunes to sea where the white wall feeds
Gets me no closer to peace from the grips that she holds on me
Oh, I can't beat it
Every time she goes
Cuts a litle deeper
So the wound will never close
If only I could beat it
She wouldn't look away for woe
But it finds me when I'm sleeping
And wakes me in a fevered low
Like she does
But she's got time on her side
And she's free to decide
Because she's got time on her side
She's so free, it's sublime
I just wonder if I'm on her mind
As she's on mine, all the time
And I want her to know that I'm on her side
I'm on her side
The sea was large today
Just as any other day",True,en
21deda53-5017-4499-b903-b53e64cb1ab9,Southern Lady,Joe Cocker,32f2d6bd-c22b-42cf-a7bc-0c4b48cd2bcb,"adult contemporary, pop rock, pop/rock, contemporary pop/rock",Pop,Joe Cocker,Southern Lady,"Southern lady, are you listenin'?
Come walk with me
I know there's a place we can hide
But until the moment when I pay the bill
My world is just you and I

Well, the night lights are glowin'
In the mansion on the hill
And the neon lights are shinin'
On my face

There's an old satin laces
The moon's sweet perfume
Just an all night memory
Of a fall guy

Look at me, I'm the playboy on the hill
What a thrill, what a thrill
Look at me, I'm the king
'Till the mornin' light comes shinin'
You're mine, you're mine

Lady, Southern lady
Please dream a dream for me
Lady, Southern lady
Touch me and I will see

Touch me and I will see",True,en
33efa48f-06ad-4e31-9bf6-0d0e8570ca70,I Know (You Don’t Want Me No More),Joe Cocker,32f2d6bd-c22b-42cf-a7bc-0c4b48cd2bcb,"adult contemporary, pop rock, pop/rock, contemporary pop/rock",Pop,Joe Cocker,I Know (You Don’t Want Me No More),"I know you don't love me no more
No more, say no more
And I don't want to be hurtin' anymore

Said that I have tried so hard
Everything I did was no joy
If you can't love me right baby
I don't wanna love you at all

I know you (I know you) don't want me no more
No more, (no more) no more (no more)
And it had to be someone lovin' you more (you more, you more)
Ain't no use in me cryin' now
After you put me down
If you don't want me no more baby
Ain't no use in me hangin' around

You do, I know
You do, you do, you do
You do, you do
I know you do
You do, you do
You do, you do
I, I, I, I, I

I know, (I know) you don't want me no more (no more, no more)
Saidit had to be someone lovin' you more (you more, you more)
Ain't no use in me cryin' now
After you put me down
If you don't want me no more, baby
Ain't no use in me hangin' around
Might as well be on my way

You do, you do
I know, you do, you do
I know
I know, you do, you do
I know
I know, you do, you do",True,en
717d223b-384f-4ebd-838a-7d815ebc2e3e,Fun Time,Joe Cocker,32f2d6bd-c22b-42cf-a7bc-0c4b48cd2bcb,"adult contemporary, pop rock, pop/rock, contemporary pop/rock",Pop,Joe Cocker,Fun Time,"Got a few jingles janglin' in my pocket
And I got a couple that don't make no noise
See, I'm all fired up just like a rocket
And the stars above are just a few of my toys

It's fun time (fun time) it's fun time (fun time)
Let yourself be happy, it's fun time
Shake time (shake time) you deserve a break time (break time)
It's fun time for U-S all

I've got a new resolution
Dreadin' if my mojo wanna disco hand
Got my mind set on a good time
You can come along whatever shape you're in

It's fun time (fun time) it's fun time (fun time)
Let yourself be happy, it's fun time
Shake time (shake time) you deserve a break time (break time)
It's fun time for U-S all

Sayin' it's fun time (fun time) fun time (fun time)
Let yourself be happy, it's fun time
Shake time (shake time) you deserve a break time (break time)
It's fun time for U-S all

Woah! Fun time (fun time) fun time (fun time)
Let yourself be happy, it's fun time
Shake time (shake time) you deserve a break time (break time)
It's fun time for U-S all",True,en
c968fd36-8e19-48aa-808c-5a509fe516c8,I Heard It Through the Grapevine,Joe Cocker,32f2d6bd-c22b-42cf-a7bc-0c4b48cd2bcb,"adult contemporary, pop rock, pop/rock, contemporary pop/rock",Pop,Joe Cocker,I Heard It Through the Grapevine,"(I heard it through the grapevine)
(I heard it through the grapevine, baby)
(I heard it through the grapevine)
(I heard it through the grapevine, baby)

I bet you wonderin' how I knew
'Bout this plans to make me blue
With some other guy that you knew before
Between two of us guys, you know I love you more

You could have told me yourself
That you loved someone else

Instead I heard it through the grapevine (I heard it through the grapevine, baby)
Not much longer would you be mine
Oh, I heard it thought the grapevine (I heard it through the grapevine, baby)
And I'm just about to lose my mind

Take a look at these tears of mine
These tears aren't supposed to cry
Losin' you would end my life, you see
'Cause you mean that much to me

You should've told me yourself
That you loved somebody else

No, I heard it through the grapevine (I heard it through the grapevine, baby)
Not much longer would you be mine
Uhh, uhh, heard it through the grapevine (I heard it through the grapevine, baby)
And I'm just about to lose my mind

You believe half of what you see
Oh, and none of what you hear
I can't help but be confused
If it's true, please tell me dear

Do you plan to let me go
For some other guy that you knew before?

I heard it through the grapevine (I heard it through the grapevine, baby)
Not much longer would you be mine
Uhh, uhh, heard it through the grapevine (I heard it through the grapevine, baby)
And I'm just about to lose my mind

(I heard it through the grapevine)
(I heard it through the grapevine, baby)
(Yes, I heard it through the grapevine)
(I heard it through the grapevine, baby)",True,en
